,date,10001quantity,10029quantity,10027quantity,10035quantity,10002quantity,10003quantity,10036quantity,10011quantity,10025quantity,10019quantity,10031quantity,10032quantity,10013quantity,10009quantity,10026quantity,10018quantity,10012quantity,10023quantity,10033quantity,10014quantity,10016quantity,10022quantity,10030quantity,10039quantity,10024quantity,10010quantity,10034quantity,10040quantity,10017quantity,10037quantity,10028quantity,10128quantity,10007quantity,10038quantity,10021quantity,10004quantity,10020quantity,10006quantity,10005quantity,10280quantity,10044quantity,10282quantity,10048quantity,10069quantity,10111quantity,10281quantity,10115quantity
0,2006-01-01,1.0,0.9766081871345029,0.9341317365269461,0.9754901960784313,1.0,0.9379310344827586,0.98,1.0,0.8389830508474576,0.9537037037037037,0.9464285714285714,0.9345794392523364,0.9090909090909091,0.9574468085106382,0.935483870967742,1.0,0.9324324324324325,1.0,0.9278350515463918,1.0,0.9625,0.948051948051948,0.8433734939759037,0.9402985074626866,0.9552238805970149,1.0,0.8732394366197183,1.0,0.9642857142857143,0.95,0.9583333333333334,0.8727272727272728,1.0,1.0,0.9090909090909091,0.9130434782608696,0.8181818181818181,0.9772727272727273,0.9375,0.8,0.8333333333333334,0.5,0.5714285714285714,0.6,0.75,0.8,0.6442869193714618
1,2006-01-08,0.3387978142076502,0.32163742690058483,0.2934131736526946,0.6715686274509804,0.3553719008264463,0.5103448275862069,0.45333333333333325,0.4049586776859504,0.31355932203389836,0.5092592592592593,0.25,0.4112149532710281,0.3939393939393938,0.5319148936170213,0.33333333333333326,0.4065934065934066,0.5405405405405406,0.5319148936170213,0.44329896907216493,0.5684210526315789,0.5125,0.5714285714285714,0.5180722891566265,0.3880597014925373,0.32835820895522394,0.704225352112676,0.5633802816901408,0.4067796610169492,0.4821428571428572,0.5666666666666667,0.47916666666666674,0.4181818181818182,0.8604651162790697,0.41666666666666674,0.33333333333333326,0.5652173913043479,0.7272727272727273,0.8863636363636364,0.75,0.8,0.9166666666666666,0.7,1.0,1.0,1.0,0.8,0.9664303790571928
2,2006-01-15,0.36612021857923494,0.32748538011695905,0.3772455089820359,0.6764705882352942,0.4793388429752067,0.503448275862069,0.41333333333333333,0.36363636363636354,0.2627118644067796,0.5092592592592593,0.3392857142857143,0.4672897196261683,0.4747474747474747,0.5319148936170213,0.35483870967741926,0.4945054945054945,0.40540540540540526,0.36170212765957455,0.4948453608247423,0.5368421052631579,0.4375,0.38961038961038963,0.3493975903614458,0.5223880597014925,0.26865671641791045,0.5633802816901408,0.647887323943662,0.4067796610169492,0.3392857142857143,0.5166666666666667,0.02083333333333348,0.5454545454545454,0.4651162790697674,0.75,0.4545454545454545,0.7391304347826086,0.6363636363636364,0.5454545454545454,0.5,0.6,0.75,0.8,0.7142857142857143,1.0,0.75,0.6,0.6442869193714618
3,2006-01-22,0.35519125683060104,0.432748538011696,0.33532934131736525,0.6568627450980392,0.5537190082644629,0.46896551724137936,0.45999999999999996,0.4049586776859504,0.5084745762711864,0.4907407407407407,0.2053571428571429,0.3457943925233645,0.4242424242424241,0.46808510638297873,0.35483870967741926,0.46153846153846156,0.527027027027027,0.2872340425531915,0.5051546391752577,0.48421052631578954,0.44999999999999996,0.5064935064935064,0.19277108433734935,0.29850746268656725,0.7313432835820896,0.380281690140845,0.46478873239436624,0.4576271186440678,0.4464285714285715,0.7166666666666667,0.35416666666666674,0.34545454545454557,0.3255813953488371,0.6111111111111112,0.4545454545454545,0.7391304347826086,0.8636363636363636,0.8863636363636364,0.4375,0.8,0.9166666666666666,0.9,0.7142857142857143,1.0,1.0,1.0,0.9664303790571928
4,2006-01-29,0.39344262295081966,0.432748538011696,0.28742514970059874,0.6715686274509804,0.4049586776859504,0.4620689655172414,0.43333333333333335,0.37190082644628086,0.47457627118644075,0.4629629629629629,0.2053571428571429,0.23364485981308414,0.404040404040404,0.5638297872340425,0.29032258064516125,0.3516483516483516,0.3918918918918919,0.46808510638297873,0.3298969072164949,0.5368421052631579,0.32499999999999996,0.22077922077922074,0.45783132530120485,0.4626865671641791,0.5671641791044776,0.46478873239436613,0.3943661971830985,0.559322033898305,0.2321428571428572,0.5666666666666667,0.3125,0.6363636363636364,0.4186046511627908,0.5277777777777779,0.6060606060606061,0.5217391304347826,0.8181818181818181,0.9318181818181819,0.75,0.6,0.6666666666666667,0.8,0.7142857142857143,0.8,1.0,1.0,0.9664303790571928
5,2006-02-05,0.23497267759562845,0.4385964912280702,0.45508982035928136,0.6715686274509804,0.38842975206611574,0.37241379310344824,0.52,0.2644628099173554,0.36440677966101687,0.4444444444444444,0.4107142857142857,0.4392523364485982,0.3434343434343434,0.7234042553191489,0.3763440860215054,0.25274725274725274,0.29729729729729715,0.5425531914893618,0.5360824742268041,0.5052631578947369,0.30000000000000004,0.16883116883116878,0.5301204819277108,0.4776119402985075,0.16417910447761197,0.5492957746478873,0.5070422535211268,0.559322033898305,0.5178571428571429,0.7833333333333333,0.33333333333333337,0.4727272727272728,0.6046511627906976,0.5277777777777779,0.36363636363636365,0.6956521739130435,0.8636363636363636,0.9318181818181819,0.8125,0.7,0.8333333333333334,0.8,1.0,0.6,0.75,1.0,0.9664303790571928
6,2006-02-12,0.6338797814207651,0.39766081871345027,0.3532934131736526,0.7205882352941176,0.5289256198347108,0.4896551724137931,0.5399999999999999,0.4049586776859504,0.17796610169491522,0.38888888888888895,0.3392857142857143,0.5046728971962617,0.4747474747474747,0.4148936170212766,0.3870967741935484,0.5164835164835164,0.3513513513513513,0.4255319148936171,0.4948453608247423,0.4736842105263158,0.48750000000000004,0.49350649350649345,0.3614457831325302,0.37313432835820903,0.32835820895522394,0.47887323943661964,0.4225352112676055,0.5932203389830508,0.3928571428571429,0.6833333333333333,0.6458333333333334,0.6363636363636364,0.3255813953488371,0.5,0.18181818181818177,0.4347826086956522,0.6818181818181819,0.8636363636363636,0.625,1.0,0.8333333333333334,0.9,0.8571428571428572,1.0,1.0,1.0,0.9664303790571928
7,2006-02-19,0.53551912568306,0.432748538011696,0.4011976047904191,0.696078431372549,0.3553719008264463,0.4620689655172414,0.43333333333333335,0.5041322314049586,0.23728813559322037,0.5370370370370371,0.3928571428571429,0.44859813084112155,0.4444444444444444,0.3936170212765958,0.32258064516129026,0.43956043956043955,0.4864864864864864,0.3829787234042553,0.48453608247422686,0.5789473684210527,0.4375,0.7142857142857143,0.40963855421686746,0.13432835820895528,0.4626865671641791,0.3380281690140845,0.5633802816901408,0.6949152542372882,0.3571428571428572,0.7333333333333334,0.41666666666666674,0.3090909090909092,0.30232558139534893,0.5277777777777779,0.6060606060606061,0.7391304347826086,0.7727272727272727,0.9318181818181819,0.8125,0.8,1.0,0.8,0.7142857142857143,1.0,0.75,0.6,0.9664303790571928
8,2006-02-26,0.4207650273224044,0.5730994152046784,0.5089820359281436,0.6470588235294118,0.36363636363636365,0.38620689655172413,0.43333333333333335,0.33884297520661155,0.2966101694915255,0.5740740740740741,0.5446428571428572,0.3457943925233645,0.4545454545454546,0.4148936170212766,0.6021505376344086,0.34065934065934067,0.28378378378378377,0.7021276595744681,0.5463917525773196,0.5263157894736842,0.7124999999999999,0.5584415584415584,0.49397590361445787,0.34328358208955234,0.7164179104477613,0.4225352112676056,0.7605633802816901,0.6101694915254238,0.5,0.6333333333333333,0.47916666666666674,0.5636363636363637,0.4883720930232558,0.8333333333333333,0.5757575757575757,0.8260869565217391,0.9090909090909091,0.8863636363636364,0.9375,0.8,0.6666666666666667,0.9,0.4285714285714286,1.0,1.0,1.0,0.9664303790571928
9,2006-03-05,0.25683060109289624,0.41520467836257313,0.4011976047904191,0.6813725490196079,0.28099173553719015,0.593103448275862,0.5866666666666667,0.37190082644628086,0.423728813559322,0.4537037037037037,0.1517857142857143,0.485981308411215,0.6161616161616161,0.4255319148936171,0.5161290322580645,0.3516483516483516,0.3513513513513513,0.4893617021276596,0.31958762886597936,0.5578947368421052,0.42500000000000004,0.5454545454545454,0.4698795180722892,0.26865671641791045,0.4776119402985075,0.3239436619718309,0.6338028169014085,0.6610169491525424,0.4107142857142858,0.6833333333333333,0.27083333333333337,0.509090909090909,0.6046511627906976,0.8888888888888888,0.36363636363636365,0.7391304347826086,0.9545454545454546,0.8636363636363636,0.5,0.6,0.75,0.19999999999999996,0.4285714285714286,0.8,1.0,1.0,0.9664303790571928
